country,name,description
israel,CCDRD,"CCDRD AG is a contract research organization for clinical phase I-IV trials. CCDRD AG was founded in 1990 and has been active in clinical trial management for 29 years.We coordinate clinial trials from our headquarters in Hoppegarten, near Berlin, Germany. Our clinical infrastructure covers all major indications with clinical sites and partners in numerous European and Asian countries.Our customers from small, mid-size and large pharmaceutical companies have been able to successfully obtain marketing authorizations for new chemical entities, biosimilars and other biotechnology drugs and for various generic products worldwide.CCDRD AG´s scientific team defines a clinical development strategy for any target authority with the goal of receiving registration in the most efficient way.Get involved – Be First. "
israel,Congenix,"Congenix is an independent contract research organization offering its clients a full range of services, covering the organization and implementation of clinical trials on phases I to IV in the Russian Federation and former Soviet countries.Our mission is to act as a reliable intermediary for pharmaceutical and biotechnological companies working on the development of highly effective and safe medical products, medicines in particular, for the benefit of humankind. Through our impeccable performance, we try to contribute to global progress. "
israel,Covance,"Covance Inc., a global contract research organization (CRO), is the world’s most comprehensive drug development company.Covance Inc., the drug development business of LabCorp®, is the world’s most comprehensive drug development company, dedicated to advancing healthcare and delivering Solutions Made Real®. Our unique perspectives, built from decades of scientific expertise and precision delivery of the largest volume of drug development data in the world, along with our innovative technology solutions, help our clients identify new approaches and anticipate tomorrow’s challenges as they evolve. Together with our clients, Covance transforms today’s healthcare challenges into tomorrow’s solutions. We also offer laboratory testing services to the chemical/agrochemical industries and are a market leader in toxicology services, central laboratory services, discovery services and a top global provider of Phase III clinical trial management services. "
israel,Helix3 Inc,"The Helix3 team has been consistently working together since 1994 developing new methods and conducting GLP studies for regulatory submissions.  We are committed to providing innovative solutions with an unmatched focus on quality, flexibility and attention to detail. "
israel,Quantum Laboratories,"Pharmaceutical StudiesPreviousNextQuantum Laboratories, Inc. is a Florida corporation dedicated to providing professional CNS clinical research services to the pharmaceutical industry and to patients that we serve.Quantum Pharmaceutical Research has over 28 years of experience conducting Phase I, II, III, and IV CNS clinical trials including neuropsychiatric, psychiatric, and other related indications in our two sites located at 2161 Palm Beach Lakes Blvd. Suite 215, West Palm Beach, Florida 33409 and at 201 East Sample Road, Deefield Beach, Florida 33064 in our office within the Broward Health North Memory Disorder Clinic.The program is directed by José E. de la Gándara, MD CPI, DLFAPA and Angela Pedraza, MD, DLFAPA. "
israel,US Oncology Network,"The US Oncology Network believes local cancer care is better care. We empower the delivery of advanced integrated cancer care through our network of independent physicians who share expertise and resources to provide quality, value-based care close to home.Our clinical and business support capabilities, expertise and industry-leading technologies keep local practices at the forefront of high quality, efficient care delivery while enabling practice success, quality of life and financial security for physicians.25 years of oncology practice management expertiseLeader in value-based cancer care with over 900 physicians participating in the Center for Medicaid and Medicare Innovation Oncology Care Model – one fourth of the entire population of physicians nationwideOver 1,400 affiliated physiciansMore than 450 cancer treatment center locations across the United StatesOver 995,000 patients treated annually "
italy,Aris Globa,"ArisGlobal is transforming the way today’s most successful Life Sciences companies develop breakthroughs and bring new products to market. Our end-to-end drug development technology platform, LifeSphere®, integrates our proprietary Nava® cognitive computing engine to automate all core functions of the drug development lifecycle. Designed with deep expertise and a long-term perspective that spans more than 30 years, LifeSphere® boosts efficiency, ensures compliance, delivers actionable insights, and lowers total cost of ownership through multi-tenant Software-as-a-Service (SaaS) architecture. "
italy,Covance,"Covance Inc., a global contract research organization (CRO), is the world’s most comprehensive drug development company.Covance Inc., the drug development business of LabCorp®, is the world’s most comprehensive drug development company, dedicated to advancing healthcare and delivering Solutions Made Real®. Our unique perspectives, built from decades of scientific expertise and precision delivery of the largest volume of drug development data in the world, along with our innovative technology solutions, help our clients identify new approaches and anticipate tomorrow’s challenges as they evolve. Together with our clients, Covance transforms today’s healthcare challenges into tomorrow’s solutions. We also offer laboratory testing services to the chemical/agrochemical industries and are a market leader in toxicology services, central laboratory services, discovery services and a top global provider of Phase III clinical trial management services. "
italy,EpiStat Research,"Epistat Research is a research and capacity development consulting firm involved in epidemiological studies, designing effective health monitoring and evaluation systems, program design, proposal development, capacity building, public health policy analysis, and advocacy. Our technical consulting team and affiliated experts possess high-level subject knowledge in their respective field of focus and is mainly composed of public health professionals, nutritionists, statisticians and food security experts with extensive field experiences across regions. "
italy,Evotec,"Evotec is a drug discovery alliance and development partnership company focused on rapidly progressing innovative product approaches with leading pharmaceutical and biotechnology companies, academics, patient advocacy groups and venture capitalists. Drug discovery solutions are provided in form of fee-for-service work, integrated drug discovery alliances, development partnerships, licensing of innovative drug candidates and consulting arrangements. The Company operates worldwide and has leading scientific experts, state-of-the-art technologies as well as key therapeutic expertise in the areas of neuroscience, diabetes and complications of diabetes, pain and inflammation, oncology, infectious diseases, respiratory diseases and fibrosis. By leveraging this expertise, Evotec intends to develop best-in-class and first-in-class differentiated therapeutics on its systematic, unbiased and comprehensive infrastructure. "
italy,GCT (Global Clinical Trials),"We are a full-service clinical development provider, offering feasibility analysis, regulatory submission, site selection, project management, monitoring, data management, logistics, and more. "
italy,Helix3 Inc,"The Helix3 team has been consistently working together since 1994 developing new methods and conducting GLP studies for regulatory submissions.  We are committed to providing innovative solutions with an unmatched focus on quality, flexibility and attention to detail. "
japan,A2 Healthcare Corporation,"It is my great pleasure to inform you that A2 Healthcare Corporation, starting its operation in November 2014 as a newly integrated company, has successfully completed integrating the CRO business of former Bell Medical Solutions Inc.(now called BI Medical Inc.) effective 1 January 2017.Over recent years, CRO has been expected to support larger projects, increasing number of global clinical trials, full-scale clinical development programs etc. To accommodate these needs, establishing a solid implementation structure is indispensable. Now we have strengthened our system to serve our clients as a full-service CRO meeting their demands.For the future ultimate goal as our philosophy, A2 Healthcare continuously strives for contributing to the progress of medical and pharmaceutical fields and the improvement of people’s QOL. To achieve this, as stated in our corporate vision, we pursue solidifying our position as clients’ true partner and as a CRO that can reach the goal fastest working together with clients toward the shared destinations.Specifically, we continue to upgrade our services by enhancing for Risk-Based Monitoring, which is one of our strong points, CDISC-related services, and EDC solutions with the best extensive product lineup in the industry covering from PI-III through to PMS, followed by the efforts to gain greater insight into our clients’ needs and wants for better proposals and services. Also, A2 Healthcare provides more enhanced global clinical services that are responsive to the clients’ needs through our close collaboration with PRA Health Sciences, a major global CRO under a Strategic Partnership for clinical trials in Japan. Moreover, we deliver comprehensive consulting services reinforced by our professional team with experts in regulatory affairs, medicine, biostatistical analysis, IT etc. In addition, as an innovation for regenerative medicine, cellular and tissue-based products and vaccines, we promote comprehensive clinical development services through the dedicated departments for these areas.A2 Healthcare is committed to proposing and offering greater varieties of high-quality and expert service solutions.We look forward to a successful working relationship with you "
japan,Alcami,"Alcami is a world-class contract development and manufacturing organization (CDMO) with executive offices in Wilmington and Durham, North Carolina. Alcami is the first company to offer a solution that is tailored to small and mid-size pharmaceutical and biotechnology companies, offering a range of services from four distinct pillars. Beyond that, we can integrate our services so customers experience a simplified engagement with a single project management relationship, full visibility from development into manufacturing, and shorter turnaround times. With over 1,000 employees operating at ten global locations, our combined capabilities include:API development and manufacturingSolid state chemistryFormulation developmentAnalytical development and testing servicesClinical and commercial finished dosage form manufacturing (oral solid dose and parenteral)Packaging and stability servicesAlcami offers an end-to-end outsourcing opportunity that can be integrated for a less fragmented, cost-effective, and faster pathway for products through the clinic toward commercialization, as well as individualized development and manufacturing services. "
japan,Aris Globa,"ArisGlobal is transforming the way today’s most successful Life Sciences companies develop breakthroughs and bring new products to market. Our end-to-end drug development technology platform, LifeSphere®, integrates our proprietary Nava® cognitive computing engine to automate all core functions of the drug development lifecycle. Designed with deep expertise and a long-term perspective that spans more than 30 years, LifeSphere® boosts efficiency, ensures compliance, delivers actionable insights, and lowers total cost of ownership through multi-tenant Software-as-a-Service (SaaS) architecture. "
japan,Asklep,"ASKLEP has successfully been delivering services as a Contract Research Organization (CRO) in Japan since 1992.We are committed to solve our clients’ business issues with our highly integrated marketing research concepts brought by INTAGE and IT functionality that provides real-time business solutions. We give top priority to reliability assurance and deliver products that meet specific level of quality when collecting information and preparing documents for all kinds of applications. We strive to improve quality of our service by thorough compliance with SOPs, saving records and trails, and intensive education and training. We’re also committed to develop awareness about the data and the value of our products. "
japan,BBK,"We recognize that the most effective, motivating, and supportive participant engagement solutions are designed in partnership with health providers and always consider the needs of the patient. Our products and services inspire the whole study community and, most importantly, alleviate site administrative burden, enabling doctors and nurses to spend more time with patients.With a commitment to innovate, we continue to push the industry with the development of game-changing tools and technologies – building solutions from the ground up. Our patient recruitment management system TrialCentralNet® has been a gold standard in the industry for over 23 years, and our mobile app platforms for patients and sites continue to redefine study communications. "
japan,Bio Reliance Corporation,"BioReliance provides testing and manufacturing services to pharmaceutical and biopharmaceutical companies that span the product cycle from early pre-clinical development to licensed production.Our goal is to advance the development and delivery of healthcare and consumer products by providing the highest quality testing, development and manufacturing services in partnership with clients worldwide.BioReliance has provided outsourced services to thousands of customers from most healthcare disciplines, including nearly all of the largest pharmaceutical, biopharmaceutical, and chemical companies in the world. BioReliance is the largest provider of safety testing services focused on the rapidly growing biologics sector of the pharmaceutical and biotechnology industries.For established biotechnology and pharmaceutical companies, outsourcing to BioReliance streamlines product development and reduces time to market. The Company also enables emerging and clinical stage companies who may lack the staff, expertise and financial resources to conduct many aspects of product development in-house.Unless otherwise stated or requested, all studies conducted by BioReliance are performed in compliance with the requirements of the UK and German GLP Regulations, the US FDA Good Laboratory Practice Regulations (21 CFR 58), the Japanese GLP Standard and the OECD Principles of Good Laboratory Practice. BioReliance is fully accredited for GLP. To date, many products licensed by the FDA, EMEA and other international agencies have been tested and validated by BioReliance.All of our studies are conducted under strict confidentiality. "
japan,Biocult BV (The Netherlands),"Biocult is an internationally operating company with 20 years experience in upscaling of monoclonal antibodies. Since Biocult was established in 1992, we have processed over 200 different cell lines including hybridoma’s, transfectoma’s. BHK, CHO and PerC6 cells. Biocult is a flexible company which always respond quickly to your needs and the production of our products is guaranteed by our NEN-EN-ISO 9001:2008 quality system. "
jordan,Monitor Medical Research and Consulting,MonitorCRO provides a comprehensive service package at all stages of medical research from designing projects and getting approval from the legal authorities up to statistical analysis and final report writing to reach to a required outcome for successful product development. 
kazakhstan,Medelis,Medelis is a full service oncology clinical research company. We provide sponsors with a highly-skilled and proactive oncology clinical trial management team to design and manage phase I through phase III oncology trials in North America and Europe. 
kazakhstan,Tech Observer,"Whether in the race of bringing that best-in-class treatment to patients or conducting post-marketing research to generate real-world evidence, you can count on Tech Observer to reach the goal. We can help in clinical operations, data management, statistical analysis and medical writing.Meeting the treatment needs of the patient is a relentless pursuit fraught with challenges, obstacles, and failures. Let Tech Observer walk with you through this baptism of fire. "
